coordinates;speed_limit;00_30;01_00;02_30;03_00
[(9.0367916, 46.2172708), (9.0368141, 46.2171696), (9.0368451, 46.2170192), (9.0368684, 46.2168929), (9.0368984, 46.2167125), (9.0369214, 46.216547), (9.0369378, 46.2163899), (9.0369518, 46.2162371), (9.0369616, 46.2160773), (9.0369673, 46.2159198), (9.0369672, 46.2157681), (9.036964, 46.2156353), (9.0369561, 46.2154629)];120;46;46;46;46
[(9.0368874, 46.2175161), (9.0368383, 46.2176976), (9.0367847, 46.217887)];120;46;46;46;46
[(9.0366194, 46.2154115), (9.036627, 46.2153093), (9.0366364, 46.2151674), (9.0366371, 46.2150398)];120;46;46;46;46
[(9.0366371, 46.2150398), (9.0366374, 46.2149538), (9.0366262, 46.2148228), (9.0366115, 46.2146951), (9.0365931, 46.2145622), (9.0365753, 46.2144377), (9.0365474, 46.2142976), (9.0365113, 46.2141643), (9.0364616, 46.2140157), (9.0364098, 46.2138773), (9.0363405, 46.2137178), (9.0362789, 46.2135913), (9.0361936, 46.2134265), (9.0360827, 46.2132346), (9.036018, 46.2131261), (9.035899, 46.2129378), (9.0356432, 46.212556)];120;46;46;46;46
[(9.0369035, 46.2143256), (9.0369746, 46.2145572), (9.0370305, 46.2147727), (9.0370323, 46.2147797), (9.0370776, 46.2150028)];120;46;46;46;46
[(9.037106, 46.21546), (9.0371154, 46.2156366), (9.0371186, 46.2157906), (9.037118, 46.2159429), (9.0371115, 46.2161184), (9.0371013, 46.2162649), (9.0370875, 46.2164208), (9.0370682, 46.2165885), (9.0370441, 46.2167575), (9.0370141, 46.216936), (9.0369905, 46.2170608), (9.0369552, 46.2172268), (9.0368874, 46.2175161)];120;46;46;46;46
[(9.0369561, 46.2154629), (9.0369379, 46.2152816), (9.0369167, 46.2151297), (9.0368975, 46.215017)];120;46;46;46;46
[(9.0368975, 46.215017), (9.0368847, 46.2149423), (9.036863, 46.2148397), (9.0368228, 46.2146763), (9.0367816, 46.2145308), (9.0367335, 46.2143769), (9.0367219, 46.2143438), (9.0366801, 46.2142248), (9.036619, 46.2140695), (9.0365565, 46.2139227), (9.0364861, 46.2137743), (9.0364114, 46.2136259), (9.0363354, 46.2134872), (9.0362487, 46.2133407), (9.0361618, 46.2132024), (9.0360467, 46.2130308), (9.035871, 46.2128173), (9.0356432, 46.212556)];120;46;46;46;46
[(8.983367, 46.0427049), (8.9833392, 46.0427786), (8.9833036, 46.0428522), (8.9832783, 46.0429024), (8.9832462, 46.042958), (8.9831878, 46.0430406), (8.9830611, 46.0432153), (8.9829367, 46.0433859), (8.9828446, 46.043516), (8.9827898, 46.0436021), (8.9827384, 46.0436875), (8.9826982, 46.0437658), (8.9826637, 46.043848), (8.9826417, 46.0439231), (8.9826256, 46.0440052), (8.9826231, 46.0440722), (8.9826296, 46.044136), (8.9826401, 46.0442133)];50;45;45;45;45
[(8.9834058, 46.0425468), (8.983367, 46.0427049)];50;45;45;45;45
[(8.5991462, 46.5267332), (8.5991705, 46.526646), (8.5992168, 46.5265234), (8.599279, 46.5263917), (8.5993537, 46.5262672), (8.599437, 46.5261441), (8.5995301, 46.5260318), (8.5996405, 46.52591), (8.5997699, 46.5257891), (8.5999458, 46.5256447)];80;43;43;43;43
[(8.5999458, 46.5256447), (8.6000394, 46.5255796), (8.6001496, 46.5255092)];80;43;43;43;43
[(8.601001, 46.5250233), (8.6010042, 46.5250632), (8.6010082, 46.5250855), (8.6010154, 46.5251074), (8.6010259, 46.5251302), (8.6010433, 46.5251533), (8.6010637, 46.5251717), (8.6010855, 46.5251861), (8.6011103, 46.5251989), (8.6011485, 46.5252126)];80;43;43;43;43
[(8.6009805, 46.5254166), (8.6006534, 46.525558), (8.6003951, 46.5256898), (8.6000455, 46.5258931), (8.5997871, 46.5260752), (8.59956, 46.5262695), (8.5993818, 46.5264499), (8.5991457, 46.5267138), (8.5989609, 46.5269628), (8.5986959, 46.5273035), (8.5984655, 46.5275565), (8.598349, 46.5276672), (8.59825, 46.5277523), (8.5981579, 46.5278263), (8.5979846, 46.5279501), (8.5977697, 46.5280646), (8.5974655, 46.5281891)];80;43;43;43;43
[(8.5974655, 46.5281891), (8.5973548, 46.5282281), (8.5972285, 46.528267), (8.5971144, 46.5282963), (8.5969644, 46.5283288), (8.596817, 46.5283543), (8.5966999, 46.5283699), (8.5965521, 46.5283847), (8.5964421, 46.5283917), (8.5963216, 46.5283965), (8.5961916, 46.5283979), (8.5960983, 46.5283957), (8.5959979, 46.52839), (8.5958842, 46.528381), (8.5958001, 46.5283712)];100;43;43;43;43
[(8.9773092, 45.8888683), (8.9771848, 45.8890588), (8.9770257, 45.8893227), (8.9769438, 45.8894638), (8.9768723, 45.8895953), (8.9768018, 45.8897255), (8.976733, 45.8898678), (8.9765979, 45.8901647), (8.9764743, 45.8904771), (8.9764016, 45.8906791)];120;104;104;104;104
[(8.9760771, 45.8923634), (8.9760693, 45.8925549), (8.9760689, 45.8927169), (8.9760727, 45.8928854), (8.97609, 45.8931754), (8.9761164, 45.8934381), (8.9761614, 45.8937308), (8.9762214, 45.8940172)];120;40;40;40;40
[(8.9760677, 45.8913039), (8.9761118, 45.8911332), (8.9761756, 45.8909003), (8.9762248, 45.8907392), (8.9762739, 45.8905938), (8.9763269, 45.89045), (8.9763764, 45.8903207), (8.9765113, 45.8899965), (8.9766529, 45.8896961), (8.9768167, 45.8893936), (8.9769906, 45.8891), (8.9771778, 45.8888133)];120;40;40;40;40
[(8.9774897, 45.8883877), (8.9776304, 45.8882103), (8.977813, 45.88799), (8.9784783, 45.8872192), (8.9786893, 45.8869662), (8.9789156, 45.8866821), (8.9791205, 45.8864073), (8.9792623, 45.8862032), (8.9794211, 45.8859605), (8.9795953, 45.885675), (8.9797487, 45.8854006), (8.9799197, 45.8850668), (8.9800619, 45.8847606), (8.9801886, 45.8844608), (8.9803007, 45.8841516), (8.9803962, 45.8838688)];120;104;104;104;104
[(9.0479162, 46.2217572), (9.0477509, 46.2217151), (9.0476445, 46.2217028), (9.0475641, 46.221693)];100;102;102;102;102
[(9.0471368, 46.2215953), (9.0475676, 46.2216423)];100;102;102;102;102
[(9.0475676, 46.2216423), (9.0477943, 46.2216676), (9.0480626, 46.2216832)];100;102;102;102;102
[(9.0435013, 46.2213822), (9.0432573, 46.2213537), (9.042812, 46.2212976)];120;102;102;102;102
[(9.0441498, 46.2213742), (9.0445888, 46.2214064)];100;102;102;102;102
[(9.0445888, 46.2214064), (9.0451161, 46.2214473), (9.0457759, 46.2214875), (9.0465543, 46.2215443), (9.0469068, 46.2215732), (9.0471368, 46.2215953)];100;102;102;102;102
[(9.0447403, 46.2207011), (9.0447779, 46.2206901), (9.0448175, 46.2206809), (9.0448734, 46.2206734), (9.0449403, 46.2206707), (9.0449986, 46.2206739), (9.0450533, 46.2206815), (9.0450948, 46.2206888), (9.0451306, 46.2206982), (9.0452006, 46.2207235), (9.0452792, 46.2207577)];80;102;102;102;102
[(9.0444199, 46.2191403), (9.0444971, 46.2193084), (9.0445624, 46.2194827), (9.0446219, 46.21966), (9.0446897, 46.2199159)];60;102;102;102;102
[(9.0446897, 46.2199159), (9.0447112, 46.2199823), (9.0447345, 46.2200417), (9.0447588, 46.2200895), (9.0447902, 46.2201415), (9.0448235, 46.2201877), (9.0448648, 46.2202371), (9.0449074, 46.2202829), (9.0449591, 46.2203316), (9.0450041, 46.2203684), (9.0450657, 46.2204142), (9.0451256, 46.2204553), (9.0451924, 46.220497), (9.0452856, 46.2205481), (9.045378, 46.2205946), (9.0455024, 46.2206507), (9.0456549, 46.2207116), (9.0461982, 46.2209085), (9.0463531, 46.2209651), (9.046475, 46.2210144), (9.046603, 46.2210699), (9.0467109, 46.2211235), (9.0468181, 46.221185), (9.0468998, 46.2212349), (9.0469917, 46.2213026), (9.0470503, 46.2213512)];60;102;102;102;102
[(9.0442784, 46.2191268), (9.0443244, 46.2192181), (9.0443664, 46.2193086), (9.0444205, 46.2194432), (9.0444701, 46.2195878), (9.0445166, 46.2197546), (9.0445415, 46.2198629), (9.0445573, 46.2199317)];80;102;102;102;102
[(9.0445839, 46.220881), (9.0445636, 46.2210226), (9.0445353, 46.2211763), (9.0445087, 46.2212831), (9.0443988, 46.2216362)];80;102;102;102;102
[(9.0443494, 46.2195346), (9.0443083, 46.2194165), (9.0442492, 46.2192731), (9.0441756, 46.219114)];80;102;102;102;102
[(9.0441756, 46.219114), (9.044096, 46.21897), (9.0440177, 46.2188427), (9.0439462, 46.2187303), (9.0438503, 46.2186013), (9.043783, 46.2185101), (9.043716, 46.2184259), (9.0436569, 46.2183571), (9.0435942, 46.2183154)];80;102;102;102;102
[(8.9936938, 45.8466995), (8.9933655, 45.8468016)];120;98;98;98;98
[(8.9754279, 45.8568108), (8.9758138, 45.856586), (8.9761746, 45.8563855), (8.9768698, 45.8560054)];120;97;97;97;97
[(9.0049266, 46.2805658), (9.0047403, 46.2806965), (9.0046276, 46.2807985), (9.0045793, 46.2808393), (9.004523, 46.2808875), (9.0044551, 46.2809634)];50;60;60;60;60
[(9.0044551, 46.2809634), (9.0041388, 46.2814014), (9.0038395, 46.2818852), (9.0035565, 46.2823345)];50;60;60;60;60
[(9.0413067, 46.2167757), (9.0409851, 46.2166359)];50;102;102;102;102
[(9.0403203, 46.216305), (9.0402737, 46.2162775), (9.0402505, 46.2162616), (9.0401734, 46.2162086), (9.0400917, 46.2161453), (9.0400081, 46.2160734), (9.0399334, 46.2160034), (9.0398397, 46.2159056), (9.0397982, 46.2158576), (9.039748, 46.2157996)];50;46;46;46;46
[(9.0354043, 46.2208598), (9.0355162, 46.2207478), (9.0356322, 46.2206491), (9.0357549, 46.2205571), (9.0361399, 46.2202968)];80;102;102;102;102
[(9.0380304, 46.2185808), (9.038255, 46.2182923), (9.0384085, 46.2180759), (9.038505, 46.2179286), (9.0385467, 46.2178531), (9.0385733, 46.2177966), (9.0385954, 46.217747), (9.0386156, 46.2176726), (9.0386235, 46.2176225), (9.0386275, 46.217574), (9.0386242, 46.2175163), (9.0386172, 46.2174586), (9.0386027, 46.2174118), (9.0385831, 46.217366), (9.0385521, 46.2173197), (9.0385141, 46.2172719), (9.0384749, 46.217233), (9.0384273, 46.2171948), (9.0383724, 46.2171587), (9.0383086, 46.2171276), (9.038251, 46.217105), (9.0381944, 46.2170869), (9.0381236, 46.2170717), (9.0380487, 46.2170637), (9.0379679, 46.2170604), (9.0378834, 46.2170642), (9.0377934, 46.2170771), (9.0377158, 46.2170943), (9.0376564, 46.2171141), (9.0375882, 46.2171441), (9.0375321, 46.2171728), (9.0374899, 46.2172007), (9.0374576, 46.217225), (9.0374256, 46.217255)];60;102;102;102;102
[(8.7112739, 46.1203314), (8.7112637, 46.1204972)];60;34;34;34;34
[(8.7112637, 46.1204972), (8.7112646, 46.1205681), (8.7112732, 46.1206323), (8.7112876, 46.1206852), (8.7113199, 46.1207565), (8.7113532, 46.1208121), (8.7113889, 46.1208613), (8.7115195, 46.1210107)];60;34;34;34;34
[(8.8007238, 46.1801261), (8.8006776, 46.1801354), (8.8006299, 46.1801395), (8.8005818, 46.1801382), (8.8005314, 46.1801309), (8.8004836, 46.1801178)];50;37;37;37;37
[(8.8032319, 46.1818681), (8.8032711, 46.1818086), (8.8034326, 46.1815842), (8.8034828, 46.1814993), (8.8034953, 46.1814282), (8.8034855, 46.1813519), (8.8034326, 46.1811861), (8.8034195, 46.1811), (8.8034304, 46.1810444), (8.8034648, 46.1809987), (8.803547, 46.18092), (8.8038336, 46.1806882), (8.803874, 46.180633), (8.8038925, 46.1805915), (8.8038941, 46.1805625), (8.803886, 46.1805341), (8.8038712, 46.1805106), (8.8038498, 46.1804896), (8.8038227, 46.1804721), (8.8037594, 46.1804442), (8.8036208, 46.1804003), (8.8032171, 46.1802908), (8.8029868, 46.1802235), (8.8026005, 46.1801102), (8.8025179, 46.1800939), (8.8024337, 46.1800821), (8.8023485, 46.1800747), (8.8022305, 46.1800719), (8.8021128, 46.1800777), (8.8018803, 46.1801011)];50;36;36;36;36
[(8.9770541, 45.8655246), (8.977018, 45.86544), (8.9769577, 45.8652989), (8.9767699, 45.8650987), (8.9763636, 45.8648523), (8.9761265, 45.8647078), (8.9757955, 45.8645151), (8.9756469, 45.8644039), (8.9755204, 45.8642909), (8.9754098, 45.8641875), (8.9748787, 45.863503), (8.9748438, 45.8634304), (8.9748204, 45.8633608), (8.974825, 45.863275), (8.9748571, 45.8631916), (8.9749627, 45.862904), (8.9749871, 45.8627997)];50;40;40;40;40
[(8.8150436, 46.1829363), (8.8149283, 46.1829397), (8.8148821, 46.1829375), (8.8148416, 46.1829327), (8.8146486, 46.1828905), (8.814589, 46.1828829), (8.8145522, 46.182886), (8.8145124, 46.1829003)];50;36;36;36;36
[(8.9625192, 46.0205638), (8.9625252, 46.0206123), (8.9626371, 46.0212609), (8.9627457, 46.0215085), (8.9629657, 46.0218716)];50;37;37;37;37
[(8.9642165, 46.0240479), (8.9643691, 46.0243435), (8.964437, 46.0244766)];50;37;37;37;37
[(8.7742717, 46.1632402), (8.7739101, 46.1640113)];50;74;74;74;74
[(9.0136123, 45.8423136), (9.0136495, 45.8423849), (9.013687, 45.8424491), (9.013722, 45.8425014), (9.0143993, 45.8432574), (9.014541, 45.8434162), (9.0145926, 45.8434713), (9.0146255, 45.8435009), (9.0146579, 45.8435284), (9.0146857, 45.8435494), (9.0147322, 45.8435808), (9.0147644, 45.8436006), (9.0148072, 45.8436234), (9.0148546, 45.843644), (9.0149047, 45.8436596), (9.014955, 45.8436723), (9.015018, 45.8436828), (9.0150832, 45.8436882), (9.0151514, 45.8436903), (9.0152265, 45.8436872), (9.0152859, 45.8436805), (9.0153733, 45.8436652), (9.0155105, 45.8436426)];40;53;53;53;53
[(8.522689, 46.3160106), (8.5227374, 46.3159966), (8.5232678, 46.3158292), (8.5233467, 46.3158134), (8.5234256, 46.3158059), (8.5235574, 46.3157974), (8.5242993, 46.3157751), (8.524542, 46.3157671), (8.524701, 46.315752), (8.5248449, 46.3157244), (8.5249844, 46.3156873), (8.5251539, 46.3156335), (8.5252554, 46.3156127), (8.5253343, 46.3156043), (8.5254267, 46.3156024), (8.5256497, 46.3156109), (8.5257937, 46.3156043), (8.5259083, 46.315592), (8.526038, 46.3155673), (8.5261465, 46.3155365), (8.5262564, 46.3154961), (8.5263933, 46.3154329), (8.5266552, 46.3153184), (8.5267379, 46.3152924), (8.5268457, 46.3152726), (8.5269326, 46.3152639), (8.5270182, 46.3152648), (8.5271187, 46.3152739), (8.5272285, 46.3152847), (8.5273061, 46.3152879), (8.5273687, 46.3152817), (8.5276312, 46.3152298), (8.5277169, 46.3152066), (8.5277867, 46.3151805), (8.5278476, 46.3151545), (8.5279407, 46.3151058), (8.5280375, 46.3150736), (8.5281237, 46.3150538), (8.5283606, 46.3150237), (8.5284545, 46.3150092), (8.5285363, 46.3149905), (8.5288513, 46.3148852), (8.5289955, 46.3148497), (8.5291387, 46.3148212), (8.5293095, 46.3147987), (8.5298425, 46.3147626), (8.5300799, 46.3147502), (8.5302199, 46.3147504), (8.5305052, 46.3147661), (8.5310123, 46.3147969), (8.5311538, 46.3148114), (8.5312723, 46.3148268), (8.5314757, 46.3148549), (8.5316292, 46.3148701), (8.5317861, 46.3148735), (8.5319455, 46.3148699), (8.5322061, 46.3148538), (8.5323218, 46.3148509), (8.532426, 46.3148558), (8.5325586, 46.3148637), (8.5326542, 46.314864), (8.5327554, 46.3148563), (8.5331628, 46.3148001), (8.5335229, 46.3147622), (8.5336655, 46.3147494), (8.5337855, 46.3147403), (8.5338859, 46.3147376), (8.5339725, 46.3147434), (8.5341987, 46.3147704), (8.5343151, 46.3147767), (8.5344106, 46.3147758), (8.5344933, 46.3147669), (8.5345825, 46.3147499), (8.5348435, 46.3146873), (8.5349316, 46.3146731), (8.5349991, 46.314669), (8.5350418, 46.3146691), (8.5350872, 46.3146755), (8.5351585, 46.314695), (8.5352501, 46.3147313), (8.5354698, 46.3148425), (8.5356718, 46.3149428), (8.5357719, 46.3149862), (8.5358211, 46.3150026), (8.5358772, 46.3150118), (8.535945, 46.3150147), (8.5362151, 46.3149955), (8.5363034, 46.3149945), (8.5363825, 46.3150026), (8.5365017, 46.3150232), (8.5368064, 46.3150945), (8.5369733, 46.3151334), (8.5370789, 46.3151516), (8.5371788, 46.3151636), (8.5372762, 46.3151675), (8.5373638, 46.3151648), (8.537458, 46.3151545), (8.5375573, 46.3151358), (8.5376605, 46.3151136), (8.5377804, 46.3150895), (8.5378938, 46.3150727), (8.5381274, 46.3150499), (8.5383701, 46.3150225), (8.5404099, 46.3146663), (8.5405464, 46.3146363), (8.5406379, 46.3146104), (8.5407372, 46.3145755), (8.5408309, 46.3145338), (8.5409097, 46.3144885), (8.5410172, 46.3144162), (8.5411644, 46.3143014), (8.5414806, 46.3140551), (8.5415334, 46.3140027), (8.5415598, 46.3139673), (8.5415744, 46.3139408), (8.5415832, 46.3139144)];80;44;44;44;44
[(8.7585814, 46.1624069), (8.7585691, 46.1624234), (8.7579346, 46.1627751), (8.7578548, 46.162827), (8.7578169, 46.1628629), (8.757758, 46.1629267), (8.7577156, 46.1629867), (8.7576959, 46.1630357), (8.7576732, 46.1631087), (8.7576711, 46.1631623), (8.7576753, 46.16322), (8.7576813, 46.1633488)];50;37;37;37;37
[(8.7603641, 46.1647415), (8.7604757, 46.1647361), (8.760595, 46.1647249), (8.7611805, 46.1646738), (8.7614333, 46.1646353), (8.761545, 46.1646323), (8.7615957, 46.1646385), (8.7616595, 46.1646607), (8.761803, 46.1647276), (8.7620544, 46.1648449), (8.7621542, 46.1648788), (8.7622315, 46.1648977), (8.7624705, 46.1649258), (8.7636489, 46.1650085), (8.7638971, 46.1650255), (8.7641734, 46.1650449), (8.7647156, 46.1650811), (8.7651168, 46.1651122), (8.7652338, 46.165131), (8.7652842, 46.1651391)];50;40;40;40;40
[(8.8063288, 46.174341), (8.8061545, 46.1743163), (8.8058912, 46.1742575), (8.805617, 46.1742097), (8.8044739, 46.1740093)];50;31;31;31;31
[(8.9070651, 46.0150986), (8.9068273, 46.0148983), (8.9066595, 46.014751), (8.9062562, 46.0144226), (8.9059392, 46.0141874), (8.905715, 46.014021), (8.905191, 46.0135832), (8.9048557, 46.0132283), (8.9048365, 46.0132105), (8.9048159, 46.013195), (8.904793, 46.0131822), (8.9047598, 46.0131701), (8.9047126, 46.0131611), (8.9045741, 46.0131497)];30;36;36;36;36
[(8.9215288, 46.1286672), (8.9206271, 46.1294593), (8.9204775, 46.1295873)];60;42;42;42;42
[(8.9343893, 46.0357507), (8.9343661, 46.0358309), (8.9343467, 46.0358996), (8.9343324, 46.0359747), (8.9342836, 46.0366798), (8.9342806, 46.0367357), (8.934278, 46.0371686), (8.9342766, 46.0372523), (8.934272, 46.0372879), (8.9342616, 46.0373234), (8.9342442, 46.0373596), (8.9342208, 46.0373948), (8.9341964, 46.0374267), (8.934154, 46.0374661), (8.9340118, 46.0375489)];50;44;44;44;44
[(8.928222, 46.0191318), (8.9281306, 46.0190951), (8.9280507, 46.0190559), (8.9279709, 46.0190105), (8.9278921, 46.018956), (8.9278214, 46.0189032), (8.9277498, 46.018843), (8.9276593, 46.0187593), (8.9275756, 46.0186709), (8.927498, 46.0185893), (8.9274166, 46.0184869), (8.9273463, 46.0183882), (8.9272917, 46.0182963), (8.9272321, 46.0181858), (8.9271347, 46.017996)];60;64;64;64;64
[(8.9153435, 45.9969483), (8.9152401, 45.9970991), (8.9150833, 45.9972637), (8.9148944, 45.9974105), (8.9147535, 45.9974883), (8.9145326, 45.9975884), (8.9142541, 45.9976796), (8.913954, 45.9977314), (8.9136715, 45.997753), (8.9133609, 45.9977463), (8.9130728, 45.9977107), (8.9127911, 45.9976418), (8.9124701, 45.9975542), (8.9121181, 45.9974584)];60;104;104;104;104
[(8.9173082, 45.9835034), (8.9174874, 45.9835923), (8.9182927, 45.9839033), (8.9183862, 45.9839498), (8.9187849, 45.9841479), (8.9191, 45.9843222), (8.9191832, 45.9843921), (8.9192341, 45.9845104), (8.9192033, 45.9846437), (8.9191161, 45.9849224), (8.9190924, 45.9851101), (8.919123, 45.9852197), (8.9191915, 45.9853227), (8.9199213, 45.9859202), (8.9199613, 45.9859529), (8.920396, 45.9863091), (8.9206347, 45.987049), (8.9207088, 45.9872072), (8.9208097, 45.9873058), (8.9209659, 45.9873931), (8.9211694, 45.9874455), (8.9217018, 45.9874882), (8.9221089, 45.9875524), (8.9224686, 45.9876742), (8.9228789, 45.9880112), (8.9229723, 45.9880588), (8.9230627, 45.9880786), (8.9231832, 45.9880786), (8.9233161, 45.9880464), (8.9234269, 45.9879806), (8.9234719, 45.9879256), (8.9235196, 45.9877945), (8.9235426, 45.9877212), (8.9235648, 45.9876383), (8.9236493, 45.9873173), (8.923675, 45.9872375), (8.9236852, 45.9872085), (8.9238264, 45.9869462), (8.9239299, 45.986802), (8.9239941, 45.9867405), (8.9240954, 45.9867449), (8.9242519, 45.9868067), (8.9244328, 45.9869588), (8.9246504, 45.9872467), (8.9247432, 45.9873592), (8.924867, 45.9874641), (8.9251096, 45.9876723), (8.9253492, 45.987876), (8.9259813, 45.988382), (8.9262302, 45.9885383), (8.9264278, 45.9886472), (8.9265156, 45.9887014), (8.9265765, 45.9887374), (8.9266869, 45.9887937)];50;37;37;37;37
[(8.7531714, 46.1864201), (8.7532361, 46.1860542)];50;50;50;50;50
[(8.7532361, 46.1860542), (8.7532378, 46.1860351), (8.7532376, 46.1860215), (8.7532363, 46.1860071), (8.7532196, 46.1859516), (8.7532109, 46.1859171)];50;50;50;50;50
[(8.9909108, 46.3003857), (8.9907157, 46.3003283)];80;57;57;57;57
[(8.9880475, 46.2980645), (8.9878901, 46.2979343), (8.9878138, 46.2978795), (8.98768, 46.2977842), (8.9875114, 46.2976954)];80;57;57;57;57
[(8.9885221, 46.2986234), (8.9883072, 46.2983462), (8.9880475, 46.2980645)];80;57;57;57;57
[(8.9717074, 45.8933756), (8.9716886, 45.8933458), (8.971684, 45.8933385), (8.9716732, 45.8933179), (8.9716665, 45.8932944), (8.9716669, 45.893267), (8.9717582, 45.892828), (8.9718616, 45.8923177), (8.9720556, 45.8914205), (8.9722788, 45.8906129), (8.9723429, 45.8903809), (8.9723945, 45.8902133), (8.9724441, 45.8900524), (8.9725132, 45.8898281), (8.9726077, 45.8894802)];60;40;40;40;40
[(8.9676217, 45.8716935), (8.9678301, 45.8716195), (8.9679097, 45.8715918)];30;40;40;40;40
[(8.9691395, 45.8625927), (8.9692276, 45.8626521), (8.9692677, 45.8626978), (8.9692777, 45.8627249), (8.9692802, 45.8627479), (8.9692785, 45.8627697), (8.9692707, 45.8627991), (8.9692614, 45.8628197), (8.9692521, 45.8628368), (8.9692364, 45.8628593), (8.9692156, 45.8628832), (8.9687525, 45.8633592)];60;34;34;34;34
[(8.9664565, 45.863916), (8.9665899, 45.8639139), (8.9669933, 45.8639816), (8.9675183, 45.8640809), (8.9676067, 45.8640862), (8.9677087, 45.8640836), (8.9678079, 45.864073), (8.967897, 45.8640586), (8.9679663, 45.8640395), (8.9680655, 45.8639995), (8.9681396, 45.8639576), (8.968208, 45.8639138), (8.968287, 45.8638478), (8.9683419, 45.8637927), (8.9685196, 45.8635967), (8.9686387, 45.8634507), (8.9687525, 45.8633592)];60;34;34;34;34
