coordinates;speed_limit
[(8.5119071, 46.3182989), (8.5120413, 46.3183608), (8.5121155, 46.3183838)];80
[(8.5101733, 46.3183961), (8.5103417, 46.3183451), (8.510429, 46.3183222), (8.5105152, 46.3183046), (8.5106023, 46.3182938), (8.5107485, 46.3182792), (8.5116477, 46.3182415), (8.5117155, 46.3182452), (8.5117739, 46.318255), (8.5118401, 46.3182715), (8.5119071, 46.3182989)];80
[(8.5099732, 46.3184143), (8.5100599, 46.3184129), (8.5101147, 46.3184072), (8.5101733, 46.3183961)];80
[(8.9669242, 46.0657125), (8.9669081, 46.0657935)];50
[(8.9165582, 46.3772384), (8.9165629, 46.3772666), (8.916547, 46.3773277), (8.9164688, 46.377458)];50
[(8.9474908, 45.9550858), (8.9474564, 45.955051), (8.9474312, 45.9550216), (8.9474073, 45.9549894), (8.9473863, 45.9549516), (8.9473407, 45.9548497), (8.9472242, 45.9545432), (8.9471921, 45.9544659), (8.9471634, 45.9544018), (8.9471061, 45.9543008), (8.9469484, 45.9540759), (8.946786, 45.9538568), (8.9467554, 45.9538164)];50
[(8.9159436, 45.9225796), (8.9157623, 45.9225171), (8.9157147, 45.9225042)];30
[(8.5669227, 46.5303082), (8.5672289, 46.5305576)];80
[(8.5954667, 46.5283183), (8.5951672, 46.528249), (8.5950185, 46.5282091), (8.5948233, 46.5281498), (8.5944471, 46.5280298), (8.5940718, 46.527912), (8.5936823, 46.5277969), (8.5933425, 46.5276976), (8.5918826, 46.5272857), (8.5907058, 46.5268841), (8.5902654, 46.5267477), (8.5897843, 46.5266353), (8.5895169, 46.5265974)];100
[(8.5978958, 46.5325836), (8.5984667, 46.5327515)];100
[(8.5980219, 46.533198), (8.5978611, 46.5331963)];100
[(8.5932026, 46.5331648), (8.5931032, 46.5331463), (8.5929701, 46.5331167), (8.5928108, 46.5330783), (8.592629, 46.533028), (8.5924687, 46.5329781), (8.5923165, 46.5329247), (8.5922123, 46.5328825), (8.5920486, 46.5328114)];100
[(8.5977054, 46.5331956), (8.5975317, 46.5331972), (8.597104, 46.5332195), (8.5966381, 46.5332655), (8.5961373, 46.5333173), (8.5956297, 46.5333518), (8.5950759, 46.533355), (8.5945633, 46.5333288), (8.5940157, 46.5332798), (8.5935709, 46.5332249), (8.5932026, 46.5331648)];100
[(8.5891099, 46.5274052), (8.58917, 46.5274311), (8.5892824, 46.5274811), (8.5894305, 46.5275518), (8.5895681, 46.5276224), (8.5898709, 46.5278006), (8.5901277, 46.5279767), (8.5904204, 46.5282197), (8.5906591, 46.5284679), (8.5908134, 46.5286497), (8.5910346, 46.5289882)];100
[(8.5975555, 46.5324766), (8.5977128, 46.5325263)];100
[(8.5825497, 46.5303016), (8.5821113, 46.5302263), (8.5816991, 46.5301355), (8.5815036, 46.5300813)];100
[(8.579415, 46.5293365), (8.5794479, 46.5293848), (8.5795118, 46.5294433), (8.5796061, 46.5294974), (8.5799263, 46.5296538)];40
[(8.5848986, 46.5328928), (8.584992, 46.5330698), (8.5850765, 46.53327), (8.5851416, 46.5334531), (8.5852228, 46.5338028)];100
[(8.577008, 46.5308195), (8.5767844, 46.5307549)];80
[(8.5566017, 46.5267953), (8.5566374, 46.5268698), (8.5567188, 46.5269305), (8.5568098, 46.5269699), (8.5569255, 46.5269979), (8.5569701, 46.5270047)];40
[(8.5672289, 46.5305576), (8.5674584, 46.5307596)];80
[(8.5674584, 46.5307596), (8.5675894, 46.5308949), (8.5677105, 46.5310474)];80
[(8.5676362, 46.5334786), (8.567681, 46.5336676), (8.56774, 46.5338115)];80
[(8.5742877, 46.5357804), (8.5738581, 46.5358735)];80
[(8.5738581, 46.5358735), (8.5724723, 46.5361649), (8.5722474, 46.5362042), (8.5720609, 46.5362298), (8.5718553, 46.5362506), (8.5716303, 46.5362654), (8.5714926, 46.5362693), (8.5713628, 46.5362681), (8.5711738, 46.5362593), (8.5710125, 46.5362441), (8.5707826, 46.5362191), (8.5701638, 46.5361315)];80
[(8.5701638, 46.5361315), (8.5698488, 46.5361002), (8.5696296, 46.536093), (8.5694124, 46.5360958), (8.5691663, 46.5361184), (8.5689865, 46.536143), (8.5688089, 46.5361814), (8.5685702, 46.5362471), (8.5683186, 46.5363269)];80
[(8.5653626, 46.5540172), (8.5652842, 46.554181)];80
[(8.5614521, 46.5496105), (8.5621081, 46.5499962)];80
[(8.5599486, 46.5768341), (8.5597488, 46.5771538)];80
[(8.5606772, 46.5595838), (8.5612431, 46.5593854), (8.5616086, 46.5592608), (8.5617506, 46.5592115), (8.5623233, 46.5590143)];80
[(8.5596982, 46.5623456), (8.5596483, 46.5621775), (8.5595722, 46.5619203)];80
[(8.558655, 46.5626951), (8.5588163, 46.5627489), (8.5588983, 46.5627733), (8.5589672, 46.5627895), (8.5590374, 46.5628003), (8.5591274, 46.5628085), (8.5591916, 46.5628082)];80
[(8.5591611, 46.5821103), (8.55912, 46.5820419), (8.5590509, 46.5819279), (8.5589547, 46.5817957), (8.5588238, 46.5816427), (8.5586839, 46.5814989), (8.5583924, 46.5812073), (8.5583268, 46.5811295), (8.558262, 46.5810316), (8.5582218, 46.5809325)];80
[(8.5574779, 46.5703796), (8.5574579, 46.5702887)];80
[(8.5582818, 46.5724134), (8.5577554, 46.5711593), (8.5576191, 46.5708347), (8.5575369, 46.5705889), (8.5574779, 46.5703796)];80
[(8.5642885, 46.5560557), (8.5641429, 46.5563331)];80
[(8.5650243, 46.5546745), (8.5648971, 46.5549108)];80
[(8.9249848, 46.1237433), (8.9249388, 46.1238171)];50
[(8.8581038, 46.1727198), (8.8581415, 46.1727132), (8.8582045, 46.1726974), (8.8582698, 46.1726801), (8.8583471, 46.1726549), (8.8587286, 46.1725169)];100
[(8.8566794, 46.1734644), (8.8570191, 46.1732666)];100
[(8.8566089, 46.1726171), (8.8565048, 46.1726031), (8.8563649, 46.1725933), (8.8562791, 46.1725894), (8.8561754, 46.1725898), (8.8560821, 46.1726164)];50
[(8.8566445, 46.1743564), (8.8563141, 46.1743676), (8.8562723, 46.174369)];50
[(8.8655119, 46.1696839), (8.8656541, 46.169637), (8.8658571, 46.1695793), (8.8659668, 46.1695557), (8.8661015, 46.1695398), (8.8674125, 46.1695222), (8.8687227, 46.1695146)];50
[(8.8608594, 46.171437), (8.8611453, 46.1712874), (8.8614178, 46.1711455), (8.8617024, 46.1710025), (8.8618924, 46.1709062)];100
[(8.8557609, 46.1739118), (8.8551012, 46.1741249), (8.85479, 46.1742188), (8.8544823, 46.1743067), (8.8536045, 46.1745428)];100
[(8.8588875, 46.1724606), (8.8594908, 46.1721525), (8.8598735, 46.1719565), (8.8608594, 46.171437)];100
[(8.8560795, 46.172509), (8.8560821, 46.1726164)];50
[(8.8588143, 46.1726226), (8.8584613, 46.1727915)];100
[(8.8857901, 46.1688535), (8.8857132, 46.168769)];60
[(8.8858086, 46.1687394), (8.8857901, 46.1688535)];60
[(8.8857868, 46.1674218), (8.8857873, 46.1675605)];80
[(8.885683, 46.1675334), (8.8857868, 46.1674218)];80
[(8.8422655, 46.1788071), (8.8427655, 46.178572)];100
[(8.8460447, 46.2331387), (8.8460205, 46.2331791), (8.8460045, 46.2332218)];50
[(8.8541138, 46.2252535), (8.8536514, 46.2255883)];50
[(8.8543354, 46.2250883), (8.8541138, 46.2252535)];50
[(8.8533207, 46.2258266), (8.8532169, 46.2259103), (8.8530763, 46.2260324), (8.8529581, 46.2261608), (8.8528381, 46.226314), (8.852592, 46.2266479)];50
[(8.8536514, 46.2255883), (8.8533207, 46.2258266)];50
[(8.8524176, 46.2268845), (8.8519702, 46.2274737), (8.8518517, 46.2276193)];50
[(8.852592, 46.2266479), (8.8524176, 46.2268845)];50
[(8.8516163, 46.2279061), (8.8513897, 46.2281816), (8.8513467, 46.22823), (8.8512998, 46.2282722), (8.8512626, 46.2283022), (8.8512154, 46.2283356), (8.8511271, 46.22839), (8.8507868, 46.2285934), (8.8504841, 46.2287751), (8.8503828, 46.2288437), (8.8503367, 46.2288801), (8.8502935, 46.2289192), (8.8502491, 46.2289658), (8.8501845, 46.2290423), (8.8501408, 46.2291022), (8.8500452, 46.2292484), (8.849954, 46.229382), (8.8498966, 46.2294541), (8.8498609, 46.2294943), (8.8498202, 46.2295352), (8.8497472, 46.2296021)];50
[(8.8518517, 46.2276193), (8.8516163, 46.2279061)];50
[(8.8566843, 46.2236237), (8.856164, 46.2239926)];50
[(8.8571701, 46.2232661), (8.8569264, 46.2234489), (8.8566843, 46.2236237)];50
[(8.8598184, 46.2211515), (8.8594101, 46.2213054)];80
[(8.8597084, 46.2135883), (8.8598547, 46.2137484)];50
[(8.8595179, 46.2132188), (8.8595323, 46.2132586), (8.8595717, 46.2133716), (8.8596193, 46.2134652), (8.8596569, 46.2135237), (8.8597084, 46.2135883)];50
[(8.8592626, 46.2120018), (8.8592905, 46.2122668), (8.8593203, 46.2125669), (8.8593404, 46.2126597), (8.8593685, 46.212764)];50
[(8.8597069, 46.2101239), (8.85961, 46.2102932)];80
[(8.8538251, 46.2012764), (8.8542646, 46.2018753)];80
[(8.8486753, 46.1923148), (8.848561, 46.1922713), (8.8484466, 46.1922097), (8.8483561, 46.1921374), (8.8482977, 46.1920733)];30
[(8.8581678, 46.1817275), (8.8584499, 46.1816081)];50
[(8.8426206, 46.1793867), (8.8424902, 46.1793777), (8.8424116, 46.1793633), (8.8423151, 46.1793373), (8.8422024, 46.1792955), (8.8421638, 46.1792532)];60
[(8.8412408, 46.1789601), (8.8413415, 46.1789663)];60
[(8.8405167, 46.1794738), (8.8401898, 46.1794688), (8.8399158, 46.1794599), (8.8395832, 46.1794395), (8.8392316, 46.1794044)];60
[(8.8426206, 46.1793867), (8.8424994, 46.1794031), (8.8423105, 46.1794055), (8.842205, 46.1794066), (8.842136, 46.1794074), (8.8420179, 46.1794019)];60
[(8.83458, 46.1802432), (8.8343503, 46.1803123), (8.8341874, 46.1803545), (8.8340847, 46.1803811), (8.8338085, 46.1804303), (8.8335456, 46.1804526)];50
[(8.8335456, 46.1804526), (8.8334738, 46.1804382), (8.8334289, 46.1804266), (8.8333943, 46.1804117)];50
[(8.8335456, 46.1804526), (8.8333431, 46.1804665), (8.8331996, 46.1804688), (8.8330141, 46.1804534)];50
[(8.8330141, 46.1804534), (8.8331929, 46.180427), (8.8333943, 46.1804117)];50
[(8.8603978, 46.2186349), (8.8604468, 46.2187017)];80
[(8.7841291, 46.1222396), (8.7843118, 46.1222955)];50
[(8.8405204, 46.4412628), (8.8404858, 46.4413311)];30
[(8.8405228, 46.4412581), (8.8405204, 46.4412628)];30
[(9.0026374, 45.8548762), (9.0024291, 45.854895), (9.0017465, 45.8551659), (9.0015601, 45.8552285), (9.0013844, 45.8552686), (9.0012704, 45.8552724)];40
[(8.7781093, 46.1699703), (8.7781411, 46.1699358), (8.7781608, 46.1698841), (8.7781586, 46.169835), (8.7781379, 46.1697761)];50
[(8.9729023, 45.8852129), (8.9733978, 45.8852744), (8.9742364, 45.8854022), (8.9752738, 45.8856634), (8.97538, 45.8856676)];50
[(8.5799053, 46.5397444), (8.5798554, 46.5399268), (8.5798337, 46.5399776), (8.5798099, 46.5400164), (8.5797846, 46.5400482), (8.5797362, 46.5400882), (8.5792823, 46.5403883), (8.5792282, 46.5404188), (8.5791534, 46.5404552), (8.5790749, 46.5404862), (8.5789809, 46.5405118)];80
[(8.9556169, 46.0114104), (8.9555375, 46.01142), (8.9549116, 46.011496), (8.954792, 46.0115105)];50
[(8.9679628, 46.0056608), (8.9678929, 46.0060912), (8.967872, 46.006159), (8.9678559, 46.0062016)];30
[(8.6083482, 46.3405911), (8.6085467, 46.3406442), (8.6086688, 46.3406831)];50
[(8.7069511, 46.2456875), (8.7068875, 46.2457054), (8.7067336, 46.2458276), (8.7066933, 46.2458634), (8.706182, 46.2463175), (8.705988, 46.2464672), (8.705889, 46.2465549)];50
[(8.705889, 46.2465549), (8.7054215, 46.2469612)];50
[(9.0216928, 46.2622532), (9.0217779, 46.2622718), (9.0218217, 46.2622911), (9.0218956, 46.2623377), (9.021973, 46.2623823), (9.0221084, 46.2624448), (9.0221389, 46.2624667), (9.0221572, 46.2624924), (9.0221655, 46.2625195), (9.0221654, 46.2625517), (9.022155, 46.2625844), (9.0221314, 46.2626209), (9.0220015, 46.2627659), (9.0217639, 46.2630208), (9.0217122, 46.2630817), (9.0216952, 46.2631495)];30
[(9.0216928, 46.2622532), (9.0216873, 46.2622846), (9.0216761, 46.2623185), (9.0216569, 46.2623503), (9.0216066, 46.2624074), (9.0215415, 46.2624691), (9.0214319, 46.2625657), (9.0213071, 46.2626562), (9.021274, 46.2626802), (9.0211979, 46.262753), (9.0211493, 46.26281), (9.0211196, 46.2628672), (9.0211026, 46.2629097), (9.0210936, 46.2629542)];30
[(9.0210936, 46.2629542), (9.0210898, 46.2630222)];30
[(8.9271347, 46.017996), (8.9268462, 46.0173546), (8.9267789, 46.0172223), (8.9266983, 46.0170924), (8.9265829, 46.0169265), (8.9264664, 46.0167754), (8.926363, 46.0166608), (8.9262088, 46.0165061), (8.9260964, 46.0164005), (8.9259436, 46.0162772), (8.9257487, 46.0161355), (8.9256254, 46.0160546)];80
[(8.9015578, 46.0052975), (8.9006451, 46.0035954), (8.9003686, 46.0031309), (8.9003096, 46.0030231), (8.9001065, 46.0026022), (8.9000563, 46.0024873), (8.9000061, 46.0023643), (8.8999196, 46.0021215), (8.8998542, 46.0019091)];60
[(8.8998542, 46.0019091), (8.8996367, 46.0011276), (8.899499, 46.0007277), (8.8993467, 46.0003644), (8.8991409, 45.9999791), (8.8991147, 45.9999302), (8.8990505, 45.9997953), (8.8988658, 45.9994329), (8.8988178, 45.9993243), (8.8987861, 45.9992451), (8.8987455, 45.9991465), (8.8986959, 45.9990064), (8.8986667, 45.9989097), (8.8986513, 45.9988318), (8.898634, 45.9986849), (8.8985909, 45.998263), (8.8985482, 45.9978334), (8.8985439, 45.9977078), (8.8985435, 45.9976345), (8.8985582, 45.9975711), (8.8985861, 45.997505), (8.8986272, 45.9974285)];50
[(8.831304, 46.4710934), (8.8314715, 46.4709924), (8.8315589, 46.47093), (8.8316072, 46.4708882), (8.8316642, 46.4708294), (8.8317488, 46.4707232), (8.83188, 46.4705275), (8.8319083, 46.4704766), (8.8319779, 46.4703356), (8.8320354, 46.4702027), (8.8320702, 46.4700617), (8.8321416, 46.4699167), (8.832166, 46.4698899), (8.8321995, 46.469871), (8.8322608, 46.4698501), (8.8323176, 46.469823), (8.8323297, 46.469809), (8.832346, 46.4697593), (8.8323486, 46.4697128), (8.8323412, 46.4696406), (8.8323492, 46.4695953), (8.8323675, 46.4695643), (8.8323981, 46.4695288), (8.8324471, 46.4694887), (8.8325297, 46.4694222), (8.8325654, 46.4693838), (8.8326091, 46.4693185), (8.832686, 46.4692099), (8.8328617, 46.4690064), (8.8330451, 46.4687582), (8.833133, 46.4685097), (8.8332296, 46.4681587), (8.8333474, 46.4679127), (8.8334217, 46.4677652), (8.8335081, 46.4676396), (8.8335825, 46.4675289), (8.8337181, 46.467348), (8.8337466, 46.4673219), (8.8337732, 46.4673063), (8.8338067, 46.4672974), (8.8338451, 46.4672938), (8.8338737, 46.4672966), (8.8339014, 46.4673047), (8.8339241, 46.4673181), (8.8339398, 46.4673375), (8.8339456, 46.4673579), (8.8339427, 46.4673824), (8.8339302, 46.4674112), (8.833909, 46.4674525), (8.8338672, 46.4675469), (8.8338565, 46.4675852), (8.8338549, 46.4676136), (8.8338601, 46.4676379), (8.8338731, 46.4676635), (8.833928, 46.4677269), (8.8339537, 46.4677642), (8.8339725, 46.4678063), (8.8340499, 46.4680169), (8.8341415, 46.4682004), (8.8342542, 46.4683545), (8.8344098, 46.4686058), (8.8345183, 46.4687799), (8.8346029, 46.46892), (8.8346192, 46.4689519), (8.8346303, 46.4689861), (8.8346404, 46.4690713), (8.8346535, 46.469127), (8.8346696, 46.4691507), (8.8346902, 46.4691646), (8.8347204, 46.469175), (8.8347607, 46.4691762), (8.8347984, 46.469169), (8.8348288, 46.4691534), (8.834848, 46.4691307), (8.8348545, 46.4691088), (8.8348479, 46.4690767), (8.8348372, 46.4690578), (8.8348143, 46.4690221), (8.8348008, 46.468984), (8.834796, 46.4689485), (8.8347998, 46.4689052), (8.8348305, 46.4688191), (8.8348843, 46.4687131), (8.8349219, 46.4686591), (8.8349658, 46.4686065), (8.8350513, 46.4685289), (8.8351474, 46.4684495), (8.8352036, 46.4684), (8.8354412, 46.4681421), (8.8357085, 46.4678366), (8.8357856, 46.4677408), (8.8358168, 46.4676969), (8.8358414, 46.4676487), (8.8358634, 46.4675935), (8.8358738, 46.4675439), (8.8358808, 46.467456), (8.8358843, 46.467368)];50
[(8.8360782, 46.4729709), (8.8360708, 46.4730825)];50
[(8.835203, 46.473906), (8.8349938, 46.4739529), (8.8348414, 46.4740504), (8.8347284, 46.4741511), (8.8345163, 46.4742965), (8.8344207, 46.4743937), (8.8343498, 46.4745465), (8.8342481, 46.4746934), (8.8340979, 46.4749061), (8.8339101, 46.4751536), (8.8337836, 46.4752895), (8.8336593, 46.4754438), (8.8336402, 46.4755031), (8.833656, 46.4755426), (8.833669, 46.4755933), (8.8335984, 46.4756906), (8.8335507, 46.4757299), (8.8335267, 46.4757443), (8.8333196, 46.4758685), (8.8328909, 46.4760772), (8.8326871, 46.476188), (8.832451, 46.4763432), (8.832274, 46.4765279), (8.8322117, 46.4766045), (8.8321972, 46.4766607), (8.8321828, 46.4767163), (8.832156, 46.4769342), (8.8321238, 46.4771448), (8.8321361, 46.4773642), (8.8321915, 46.4776057), (8.8322391, 46.4777689), (8.832262, 46.477908), (8.832241, 46.4781129), (8.8322256, 46.4782854), (8.8322463, 46.4783952), (8.8322926, 46.4785376), (8.8323378, 46.4786583), (8.8323405, 46.4787545), (8.8323364, 46.4788091), (8.8323504, 46.478851), (8.8323706, 46.4788847), (8.8324346, 46.4789156), (8.8325017, 46.4789034), (8.8325183, 46.4788663), (8.8325028, 46.4787764), (8.8324985, 46.4786405), (8.832534, 46.478471), (8.8326927, 46.4781781), (8.832773, 46.4780946), (8.8329231, 46.4779908), (8.8331859, 46.4778282), (8.8334283, 46.4776759), (8.8335883, 46.4775364), (8.833889, 46.4772314), (8.8340912, 46.4770591), (8.8343592, 46.4768107), (8.8345565, 46.476587), (8.8346162, 46.4764876), (8.8346808, 46.4764134), (8.8347601, 46.4763807), (8.8349079, 46.4763321), (8.8351201, 46.4762727), (8.8351981, 46.4761879), (8.8352502, 46.4760526), (8.835616, 46.4758075), (8.8359897, 46.4754762), (8.8362973, 46.4751647), (8.8365119, 46.4750206), (8.8365816, 46.4749283), (8.8366084, 46.4748507), (8.8366621, 46.4747805), (8.8367211, 46.4747694), (8.8367962, 46.4747805), (8.8368337, 46.4748433), (8.8367533, 46.4749467), (8.8366996, 46.4750243), (8.8366621, 46.4751499), (8.8366138, 46.4753199), (8.8365495, 46.4754897), (8.8364743, 46.475656), (8.8364314, 46.4758149), (8.8363724, 46.4759627), (8.8363084, 46.4761134), (8.8363002, 46.4761891), (8.8363392, 46.476264), (8.8364475, 46.4763176), (8.8365731, 46.4763633), (8.8366341, 46.4763971), (8.8366519, 46.4764257)];50
[(8.8366519, 46.4764257), (8.8366567, 46.4764909)];50
[(8.9218685, 46.0326318), (8.9218379, 46.0325425), (8.9218339, 46.0325361), (8.9218279, 46.0325267), (8.9218154, 46.0325138), (8.9218008, 46.0325009)];30
[(8.9146983, 46.0167447), (8.9144335, 46.0168189)];50
[(9.0071921, 46.1654841), (9.0071012, 46.1654304)];30
[(9.0073642, 46.165588), (9.0071921, 46.1654841)];30
[(8.9401475, 46.1519097), (8.9402213, 46.1520676), (8.9402789, 46.1521274)];30
[(8.9403157, 46.1521497), (8.9405005, 46.1521909), (8.9409117, 46.1522314)];50
[(8.9379118, 46.1519895), (8.9381392, 46.1520374)];60
[(8.9465862, 46.1518638), (8.9467411, 46.1518069), (8.9469753, 46.1517197)];50
[(8.9469753, 46.1517197), (8.9467629, 46.1518721), (8.9467409, 46.1518929), (8.9467153, 46.1519235)];50
[(8.9672162, 46.153947), (8.9671325, 46.1539142)];60
[(8.9672747, 46.1539699), (8.9672162, 46.153947)];60
[(8.9672599, 46.1538982), (8.967313, 46.1539189)];80
[(8.9671677, 46.1538622), (8.9672599, 46.1538982)];80
[(8.9807172, 46.1552516), (8.9798572, 46.1563426), (8.9796912, 46.1565564)];30
[(8.9796912, 46.1565564), (8.9796574, 46.1565999)];30
[(8.9924083, 46.1636681), (8.9924677, 46.1637104), (8.9925258, 46.1637546), (8.9925827, 46.1637851), (8.9943604, 46.1644697)];60
[(8.992006, 46.1636749), (8.9919372, 46.1636241), (8.9918993, 46.1635987), (8.9918486, 46.1635709), (8.9914346, 46.1634034)];60
[(8.9905976, 46.1630842), (8.9904433, 46.1630221)];60
[(8.9951272, 46.1662095), (8.9948444, 46.1665489), (8.9944581, 46.1669962), (8.9941087, 46.1674116), (8.9937543, 46.1678251), (8.9934367, 46.1682002)];80
[(8.5887612, 46.5300875), (8.5887214, 46.5300835), (8.5886949, 46.5300828), (8.5886713, 46.530086), (8.5886451, 46.5300953), (8.5886242, 46.5301104), (8.5886103, 46.5301281), (8.5886042, 46.5301493), (8.5886072, 46.5301706), (8.5886171, 46.5301935), (8.5886308, 46.5302093), (8.5886514, 46.530221), (8.5886922, 46.5302373), (8.5887512, 46.5302564), (8.5896372, 46.5304779), (8.5903142, 46.5306608), (8.5904337, 46.5306988), (8.5905362, 46.530739), (8.590624, 46.5307799), (8.5907157, 46.5308267), (8.590799, 46.5308779), (8.5908668, 46.5309228), (8.590945, 46.5309829), (8.5910177, 46.5310474), (8.5916716, 46.5316923), (8.5918705, 46.5318839), (8.5919906, 46.5319963), (8.5920679, 46.5320658), (8.5921448, 46.532127), (8.5922195, 46.5321843), (8.5924067, 46.5323187), (8.5924433, 46.5323505), (8.5924559, 46.5323674), (8.5924625, 46.5323856), (8.5924665, 46.5324035), (8.5924615, 46.5324214), (8.59245, 46.5324373), (8.5924339, 46.5324531)];80
[(8.5921478, 46.5323556), (8.5916678, 46.5319746), (8.5914373, 46.5318057), (8.5912769, 46.5316993), (8.5911413, 46.5316247), (8.5909678, 46.5315432), (8.5908701, 46.5315024), (8.590761, 46.5314623), (8.5906363, 46.5314237), (8.5904656, 46.5313787), (8.5894055, 46.5311224), (8.588794, 46.5309782)];80
[(8.588794, 46.5309782), (8.5881594, 46.5308239)];80
[(8.5852526, 46.5303979), (8.5861574, 46.5305654), (8.5862262, 46.5305781), (8.5863901, 46.5306192)];80
[(8.5847058, 46.5301266), (8.5846481, 46.5301182), (8.5845959, 46.5301133), (8.5845648, 46.5301132), (8.5845314, 46.5301177), (8.5845085, 46.5301248), (8.5844856, 46.5301372), (8.5844704, 46.5301523), (8.5844622, 46.5301703), (8.584459, 46.5301868), (8.5844609, 46.5302064), (8.5844711, 46.5302256), (8.5844873, 46.5302402), (8.5845036, 46.5302511), (8.5845248, 46.5302601), (8.5845909, 46.5302754)];80
[(8.5845909, 46.5302754), (8.5852526, 46.5303979)];80
[(8.5872186, 46.5312328), (8.5872842, 46.5313203), (8.5873345, 46.5313771), (8.5873758, 46.5314195), (8.5874452, 46.5314832), (8.5874956, 46.5315256), (8.5875531, 46.531564), (8.5876427, 46.5316196), (8.5876959, 46.5316477), (8.5877512, 46.5316731), (8.5878752, 46.5317241), (8.5880221, 46.5317752), (8.5885069, 46.5319289)];80
[(8.5885069, 46.5319289), (8.5891485, 46.5321282)];80
[(8.5891485, 46.5321282), (8.5893794, 46.5321968), (8.5894166, 46.5322143), (8.5894392, 46.5322282), (8.5894558, 46.5322449), (8.5894645, 46.5322651), (8.5894627, 46.5322919), (8.589451, 46.5323166), (8.5894274, 46.5323357), (8.5894028, 46.5323457), (8.5893761, 46.5323502), (8.5893441, 46.5323508), (8.589304, 46.5323439), (8.5892263, 46.532322)];80
[(8.5892263, 46.532322), (8.5887604, 46.5321739), (8.5886405, 46.5321379), (8.5885413, 46.5321123), (8.5884544, 46.5320959), (8.5882932, 46.532072), (8.5872711, 46.53194)];80
[(8.5872711, 46.53194), (8.5871363, 46.5319215), (8.5870395, 46.5319046), (8.5869646, 46.5318887), (8.5868981, 46.5318711), (8.5868109, 46.5318428), (8.5867382, 46.531817), (8.5866754, 46.5317909), (8.5865985, 46.531753), (8.586502, 46.5317013), (8.5859733, 46.5314014), (8.5859436, 46.5313848), (8.5859194, 46.5313741), (8.5859006, 46.5313687), (8.5858803, 46.5313655), (8.5858605, 46.5313661), (8.5858374, 46.5313695), (8.5858125, 46.5313774), (8.585783, 46.5313933), (8.5857668, 46.5314086), (8.5857564, 46.5314267), (8.5857559, 46.5314444), (8.5857632, 46.5314651), (8.5857758, 46.5314829), (8.5857922, 46.5315007), (8.5858445, 46.5315464), (8.5859788, 46.5316553), (8.5860696, 46.5317249), (8.5861587, 46.5317872), (8.5862369, 46.5318354), (8.5863317, 46.5318879), (8.5864313, 46.5319354), (8.5865289, 46.5319777), (8.586642, 46.5320181), (8.5867476, 46.532052), (8.5868645, 46.5320826), (8.5870185, 46.5321198)];80
[(8.5900376, 46.5340867), (8.590187, 46.5341997), (8.5902363, 46.53424), (8.5902631, 46.5342684), (8.5902829, 46.5342995), (8.5902938, 46.5343281), (8.5902985, 46.5343589), (8.590295, 46.5343979), (8.5902878, 46.5344255), (8.5902703, 46.5344581), (8.5902439, 46.5344865), (8.5902064, 46.5345163), (8.5901609, 46.5345406)];80
[(8.5838417, 46.5344949), (8.5838892, 46.5344854), (8.5842988, 46.5344366), (8.5843633, 46.5344222), (8.5844219, 46.5344028), (8.5844671, 46.5343791), (8.5845157, 46.5343438), (8.5845452, 46.5343124), (8.5845677, 46.5342811), (8.5845825, 46.534231), (8.5845863, 46.5341872), (8.5845774, 46.5341451), (8.5845596, 46.5341074), (8.5845328, 46.5340692), (8.5844999, 46.5340417), (8.5844533, 46.5340122), (8.5843962, 46.5339863), (8.5831108, 46.5334873)];80
